이름,국어,영어,수학,과학
학생6173,50,72,14,86
학생6174,60,28,49,59
학생6175,71,11,49,62
학생6176,32,63,31,96
학생6177,72,6,73,22
학생6178,29,93,2,85
학생6179,,56,64,24
학생6180,98,,88,64
학생6181,88,90,62,72
학생6182,92,70,,
학생6183,63,60,31,70
학생6184,21,50,,88
학생6185,98,,88,64
학생6186,88,90,62,72
학생6187,92,70,,
학생6188,63,60,31,70
학생6189,54,50,,88
학생6190,64,3,73,83
학생6191,83,91,32,99
학생6192,5,55,11,65
학생6193,7,40,10,3
학생6194,55,46,74,35
학생6195,97,70,20,27
학생6196,92,61,42,88
학생6197,16,10,41,55
학생6198,47,33,64,65
학생6199,14,40,90,41
학생6200,3,74,48,49
학생6201,52,64,68,85
학생6202,26,87,93,36
학생6203,30,51,30,62
학생6204,72,44,80,13
학생6205,35,49,30,41
학생6206,52,60,1,14
학생6207,12,65,86,76
학생6208,79,21,11,41
학생6209,13,33,72,92
학생6210,98,,88,64
학생6211,88,90,62,72
학생6212,92,70,,
학생6213,63,60,31,70
학생6214,100,50,,88
학생6215,98,,88,64
학생6216,88,90,62,72
학생6217,92,70,,
학생6218,63,60,31,70
학생6219,100,50,,88
학생6220,56,49,90,44
학생6221,34,28,16,0
학생6222,37,13,9,41
학생6223,14,17,21,77
학생6224,37,20,3,77
학생6225,19,97,28,77
학생6226,57,85,33,84
학생6227,10,21,67,54
학생6228,79,74,14,59
학생6229,96,67,66,48
학생6230,46,25,54,56
학생6231,66,32,77,24
학생6232,46,25,2,12
학생6233,26,10,49,74
학생6234,97,68,65,33
학생6235,86,70,99,45
학생6236,31,62,37,82
학생6237,43,88,11,56
학생6238,6,98,96,74
학생6239,41,75,8,22
학생6240,29,45,94,70
학생6241,83,84,32,91
학생6242,91,1,53,32
학생6243,89,59,10,29
학생6244,84,58,70,25
학생6245,96,95,10,4
학생6246,83,7,64,9
학생6247,67,38,63,26
학생6248,50,72,14,86
학생6249,60,28,49,59
학생6250,71,11,49,62
학생6251,32,63,31,96
학생6252,72,6,73,22
학생6253,29,93,2,85
학생6254,,56,64,24
학생6255,98,,88,64
학생6256,88,90,62,72
학생6257,92,70,,
학생6258,63,60,31,70
학생6259,21,50,,88
학생6260,98,,88,64
학생6261,88,90,62,72
학생6262,92,70,,
학생6263,63,60,31,70
학생6264,54,50,,88
학생6265,64,3,73,83
학생6266,78,58,20,47
학생6267,13,82,57,1
학생6268,4,11,81,76
학생6269,3,25,26,67
학생6270,96,78,1,6
학생6271,78,31,70,91
학생6272,4,63,59,23
학생6273,29,67,49,28
학생6274,93,56,63,55
학생6275,57,65,12,47
학생6276,20,74,56,17
학생6277,6,61,0,20
학생6278,3,11,83,45
학생6279,4,82,88,69
학생6280,62,5,92,67
학생6281,4,12,73,73
학생6282,84,58,70,25
학생6283,96,95,10,4
학생6284,83,7,64,9
학생6285,67,38,63,26
학생6286,50,72,14,86
학생6287,60,28,49,59
학생6288,71,11,49,62
학생6289,32,63,31,96
학생6290,72,6,73,22
학생6291,29,93,2,85
학생6292,,56,64,24
학생6293,98,,88,64
학생6294,88,90,62,72
학생6295,92,70,,
학생6296,63,60,31,70
학생6297,21,50,,88
학생6298,98,,88,64
학생6299,88,90,62,72
학생6300,92,70,,
학생6301,63,60,31,70
학생6302,54,50,,88
학생6303,64,3,73,83
학생6304,83,91,32,99
학생6305,5,55,11,65
학생6306,7,40,10,3
학생6307,55,46,74,35
학생6308,97,70,20,27
학생6309,92,61,42,88
학생6310,16,10,41,55
학생6311,47,33,64,65
학생6312,14,40,90,41
학생6313,3,74,48,49
학생6314,52,64,68,85
학생6315,26,87,93,36
학생6316,30,51,30,62
학생6317,72,44,80,13
학생6318,35,49,30,41
학생6319,52,60,1,14
학생6320,12,65,86,76
학생6321,79,21,11,41
학생6322,13,33,72,92
학생6323,57,68,33,33
학생6324,48,44,37,83
학생6325,66,88,81,66
학생6326,44,15,44,46
학생6327,99,2,96,90
학생6328,57,4,12,85
학생6329,4,77,57,83
학생6330,74,23,52,64
학생6331,84,58,70,25
학생6332,96,95,10,4
학생6333,83,7,64,9
학생6334,67,38,63,26
학생6335,50,72,14,86
학생6336,60,28,49,59
학생6337,71,11,49,62
학생6338,32,63,31,96
학생6339,72,6,73,22
학생6340,29,93,2,85
학생6341,,56,64,24
학생6342,98,,88,64
학생6343,88,90,62,72
학생6344,92,70,55,
학생6345,63,60,55,70
학생6346,21,50,55,88
학생6347,98,,88,64
학생6348,88,90,62,72
학생6349,92,70,75,85
학생6350,63,60,31,70
학생6351,54,50,23,88
학생6352,64,54,73,83
학생6353,89,36,63,14
학생6354,83,26,81,98
학생6355,18,51,17,6
학생6356,63,60,55,70
학생6357,21,50,55,88
학생6358,98,,88,64
학생6359,88,90,62,72
학생6360,92,70,75,85
학생6361,63,60,31,70
학생6362,54,50,23,88
학생6363,64,54,73,83
학생6364,89,36,63,14
학생6365,83,26,81,98
학생6366,18,51,17,6
학생6367,33,95,77,95
학생6368,86,34,31,18
학생6369,61,31,97,69
학생6370,79,87,93,86
학생6371,68,75,10,58
학생6372,36,59,90,54
학생6373,55,25,13,30
학생6374,63,60,55,70
학생6375,21,50,55,88
학생6376,98,,88,64
학생6377,88,90,62,72
학생6378,92,70,75,85
학생6379,63,60,31,70
학생6380,54,50,23,88
학생6381,64,54,73,83
학생6382,89,36,63,14
학생6383,83,26,81,98
학생6384,18,51,17,6
학생6385,73,89,73,78
학생6386,45,11,99,81
학생6387,88,10,87,7
학생6388,10,67,56,93
학생6389,97,82,93,67
학생6390,4,86,62,94
학생6391,72,47,72,89
학생6392,13,56,64,34
학생6393,46,56,39,24
학생6394,70,41,86,93
학생6395,20,88,73,46
학생6396,63,60,55,70
학생6397,21,50,55,88
학생6398,98,90,88,64
학생6399,88,90,62,72
학생6400,92,70,75,85
학생6401,63,60,31,70
학생6402,54,50,23,88
학생6403,64,54,73,83
학생6404,89,36,63,14
학생6405,83,26,81,98
학생6406,18,51,17,6
학생6407,74,85,95,70
학생6408,46,56,39,24
학생6409,70,41,86,93
학생6410,20,88,73,46
학생6411,63,60,55,70
학생6412,21,50,55,88
학생6413,98,90,88,64
학생6414,88,90,62,72
학생6415,92,70,75,85
학생6416,63,60,31,70
학생6417,54,50,23,88
학생6418,64,54,73,83
학생6419,89,36,63,14
학생6420,83,26,81,98
학생6421,18,51,17,6
학생6422,42,92,61,10
학생6423,46,56,39,24
학생6424,70,41,86,93
학생6425,20,88,73,46
학생6426,63,60,55,70
학생6427,21,50,55,88
학생6428,98,90,88,64
학생6429,88,90,62,72
학생6430,92,70,75,85
학생6431,63,60,31,70
학생6432,54,50,23,88
학생6433,64,54,73,83
학생6434,89,36,63,14
학생6435,83,26,81,98
학생6436,18,51,17,6
학생6437,62,69,84,80
학생6438,54,34,56,46
학생6439,40,67,26,96
학생6440,55,85,46,81
학생6441,35,53,86,12
학생6442,42,59,79,10
학생6443,20,83,28,69
학생6444,14,53,19,32
학생6445,77,75,75,98
학생6446,45,30,62,89
학생6447,69,47,71,90
학생6448,51,57,16,0
학생6449,28,69,8,6
학생6450,55,46,97,73
학생6451,52,79,44,16
학생6452,33,62,83,0
학생6453,79,12,53,43
학생6454,55,56,92,40
학생6455,46,56,39,24
학생6456,70,41,86,93
학생6457,20,88,73,46
학생6458,63,60,55,70
학생6459,21,50,55,88
학생6460,98,90,88,64
학생6461,88,90,62,72
학생6462,92,70,75,85
학생6463,63,60,31,70
학생6464,54,50,23,88
학생6465,64,54,73,83
학생6466,89,36,63,14
학생6467,83,26,81,98
학생6468,18,51,17,6
학생6469,46,56,39,24
학생6470,70,41,86,93
학생6471,20,88,73,46
학생6472,63,60,55,70
학생6473,21,50,55,88
학생6474,98,90,88,64
학생6475,88,90,62,72
학생6476,92,70,75,85
학생6477,63,60,31,70
학생6478,54,50,23,88
학생6479,64,54,73,83
학생6480,89,36,63,14
학생6481,83,26,81,98
학생6482,18,51,17,6
학생6483,37,27,97,62
학생6484,70,20,63,0
학생6485,85,98,24,53
학생6486,94,77,76,99
학생6487,96,39,77,12
학생6488,46,56,39,24
학생6489,70,41,86,93
학생6490,20,88,73,46
학생6491,63,60,55,70
학생6492,21,50,55,88
학생6493,98,90,88,64
학생6494,88,90,62,72
학생6495,46,56,39,24
학생6496,70,41,86,93
학생6497,20,88,73,46
학생6498,63,60,55,70
학생6499,21,50,55,88
학생6500,98,90,88,64
학생6501,88,90,62,72
학생6502,92,70,75,85
학생6503,63,60,31,70
학생6504,54,50,23,88
학생6505,64,54,73,83
학생6506,89,36,63,14
학생6507,83,26,81,98
학생6508,18,51,17,6
학생6509,46,56,39,24
학생6510,70,41,86,93
학생6511,20,88,73,46
학생6512,63,60,55,70
학생6513,21,50,55,88
학생6514,98,90,88,64
학생6515,88,90,62,72
학생6516,92,70,75,85
학생6517,63,60,31,70
학생6518,54,50,23,88
학생6519,46,56,39,24
학생6520,70,41,86,93
학생6521,20,88,73,46
학생6522,63,60,55,70
학생6523,21,50,55,88
학생6524,98,90,88,64
학생6525,88,90,62,72
학생6526,46,56,39,24
학생6527,70,41,86,93
학생6528,20,88,73,46
학생6529,63,60,55,70
학생6530,21,50,55,88
학생6531,98,90,88,64
학생6532,88,90,62,72
학생6533,92,70,75,85
학생6534,63,60,31,70
학생6535,54,50,23,88
학생6536,64,54,73,83
학생6537,46,56,39,24
학생6538,70,41,86,93
학생6539,20,88,73,46
학생6540,63,60,55,70
학생6541,21,50,55,88
학생6542,98,90,88,64
학생6543,88,90,62,72
학생6544,92,70,75,85
학생6545,63,60,31,70
학생6546,54,50,23,88
학생6547,46,56,39,24
학생6548,70,41,86,93
학생6549,20,88,73,46
학생6550,46,56,39,24
학생6551,70,41,86,93
학생6552,46,56,39,24
학생6553,70,41,86,93
학생6554,20,88,73,46
학생6555,63,60,55,70
학생6556,21,50,55,88
학생6557,98,90,88,64
학생6558,88,90,62,72
학생6559,92,70,75,85
학생6560,63,60,31,70
학생6561,54,50,23,88
학생6562,64,54,73,83
학생6563,89,36,63,14
학생6564,83,26,81,98
학생6565,18,51,17,6
학생6566,85,37,23,49
학생6567,90,93,65,30
학생6568,71,83,15,11
학생6569,94,6,28,69
학생6570,85,88,60,17
학생6571,32,59,16,31
학생6572,59,64,40,72
학생6573,85,73,51,6
학생6574,20,36,26,73
학생6575,46,56,39,24
학생6576,70,41,86,93
학생6577,20,88,73,46
학생6578,63,60,55,70
학생6579,21,50,55,88
학생6580,98,90,88,64
학생6581,88,90,62,72
학생6582,92,70,75,85
학생6583,63,60,31,70
학생6584,54,50,23,88
학생6585,64,54,73,83
학생6586,89,36,63,14
학생6587,83,26,81,98
학생6588,18,51,17,6
학생6589,23,61,24,30
학생6590,53,60,20,39
학생6591,46,56,39,24
학생6592,70,41,86,93
학생6593,20,88,73,46
학생6594,63,60,55,70
학생6595,21,50,55,88
학생6596,98,90,88,64
학생6597,88,90,62,72
학생6598,92,70,75,85
학생6599,63,60,31,70
학생6600,54,50,23,88
학생6601,64,54,73,83
학생6602,89,36,63,14
학생6603,83,26,81,98
학생6604,18,51,17,6
학생6605,54,50,23,88
학생6606,64,54,73,83
학생6607,89,36,63,14
학생6608,83,26,81,98
학생6609,18,51,17,6
학생6610,71,84,33,34
학생6611,64,3,39,18
학생6612,46,43,49,2
학생6613,36,72,84,28
학생6614,83,57,67,33
학생6615,33,19,69,65
학생6616,46,56,39,24
학생6617,70,41,86,93
학생6618,20,88,73,46
학생6619,63,60,55,70
학생6620,21,50,55,88
학생6621,98,90,88,64
학생6622,88,90,62,72
학생6623,92,70,75,85
학생6624,63,60,31,70
학생6625,54,50,23,88
학생6626,64,54,73,83
학생6627,89,36,63,14
학생6628,83,26,81,98
학생6629,18,51,17,6
학생6630,46,56,39,24
학생6631,70,41,86,93
학생6632,20,88,73,46
학생6633,63,60,55,70
학생6634,21,50,55,88
학생6635,98,90,88,64
학생6636,88,90,62,72
학생6637,46,56,39,24
학생6638,70,41,86,93
학생6639,20,88,73,46
학생6640,63,60,55,70
학생6641,21,50,55,88
학생6642,98,90,88,64
학생6643,88,90,62,72
학생6644,92,70,75,85
학생6645,63,60,31,70
학생6646,54,50,23,88
학생6647,64,54,73,83
학생6648,89,36,63,14
학생6649,83,26,81,98
학생6650,18,51,17,6
학생6651,46,56,39,24
학생6652,70,41,86,93
학생6653,20,88,73,46
학생6654,63,60,55,70
학생6655,21,50,55,88
학생6656,98,90,88,64
학생6657,88,90,62,72
학생6658,92,70,75,85
학생6659,63,60,31,70
학생6660,54,50,23,88
학생6661,64,54,73,83
학생6662,89,36,63,14
학생6663,83,26,81,98
학생6664,18,51,17,6
학생6665,69,66,39,59
학생6666,25,19,37,45
학생6667,21,82,20,20
학생6668,7,11,57,74
학생6669,23,32,52,99
학생6670,97,87,30,66
학생6671,53,32,23,28
학생6672,14,45,73,30
학생6673,12,52,44,37
학생6674,46,56,39,24
학생6675,70,41,86,93
학생6676,20,88,73,46
학생6677,63,60,55,70
학생6678,21,50,55,88
학생6679,98,90,88,64
학생6680,88,90,62,72
학생6681,92,70,75,85
학생6682,63,60,31,70
학생6683,54,50,23,88
학생6684,64,54,73,83
학생6685,89,36,63,14
학생6686,83,26,81,98
학생6687,18,51,17,6
학생6688,75,38,94,50
학생6689,58,74,56,27
학생6690,52,86,55,51
학생6691,62,24,72,24
학생6692,71,21,21,89
학생6693,95,67,17,86
학생6694,62,71,88,95
학생6695,46,56,39,24
학생6696,70,41,86,93
학생6697,20,88,73,46
학생6698,63,60,55,70
학생6699,21,50,55,88
학생6700,98,90,88,64
학생6701,46,56,39,24
학생6702,70,41,86,93
학생6703,20,88,73,46
학생6704,63,60,55,70
학생6705,21,50,55,88
학생6706,98,90,88,64
학생6707,88,90,62,72
학생6708,92,70,75,85
학생6709,63,60,31,70
학생6710,54,50,23,88
학생6711,64,54,73,83
학생6712,89,36,63,14
학생6713,83,26,81,98
학생6714,18,51,17,6
학생6715,98,,88,64
학생6716,88,90,62,72
학생6717,92,70,,
학생6718,63,60,31,70
학생6719,100,50,,88
학생6720,98,,88,64
학생6721,88,90,62,72
학생6722,92,70,,
학생6723,63,60,31,70
학생6724,100,50,,88
학생6725,56,49,90,44
학생6726,34,28,16,0
학생6727,37,13,9,41
학생6728,14,17,21,77
학생6729,37,20,3,77
학생6730,19,97,28,77
학생6731,57,85,33,84
학생6732,10,21,67,54
학생6733,79,74,14,59
학생6734,96,67,66,48
학생6735,46,25,54,56
학생6736,66,32,77,24
학생6737,46,25,2,12
학생6738,26,10,49,74
학생6739,97,68,65,33
학생6740,86,70,99,45
학생6741,31,62,37,82
학생6742,43,88,11,56
학생6743,6,98,96,74
학생6744,41,75,8,22
학생6745,29,45,94,70
학생6746,83,84,32,91
학생6747,91,1,53,32
학생6748,89,59,10,29
학생6749,84,58,70,25
학생6750,96,95,10,4
학생6751,83,7,64,9
학생6752,67,38,63,26
학생6753,50,72,14,86
학생6754,60,28,49,59
학생6755,71,11,49,62
학생6756,32,63,31,96
학생6757,72,6,73,22
학생6758,29,93,2,85
학생6759,,56,64,24
학생6760,98,,88,64
학생6761,88,90,62,72
학생6762,92,70,,
학생6763,63,60,31,70
학생6764,21,50,,88
학생6765,98,,88,64
학생6766,88,90,62,72
학생6767,92,70,,
학생6768,63,60,31,70
학생6769,54,50,,88
학생6770,64,3,73,83
학생6771,78,58,20,47
학생6772,13,82,57,1
학생6773,4,11,81,76
학생6774,3,25,26,67
학생6775,96,78,1,6
학생6776,78,31,70,91
학생6777,4,63,59,23
학생6778,29,67,49,28
학생6779,93,56,63,55
학생6780,57,65,12,47
학생6781,20,74,56,17
학생6782,6,61,0,20
학생6783,3,11,83,45
학생6784,4,82,88,69
학생6785,62,5,92,67
학생6786,4,12,73,73
학생6787,84,58,70,25
학생6788,96,95,10,4
학생6789,83,7,64,9
학생6790,67,38,63,26
학생6791,50,72,14,86
학생6792,60,28,49,59
학생6793,71,11,49,62
학생6794,32,63,31,96
학생6795,72,6,73,22
학생6796,29,93,2,85
학생6797,,56,64,24
학생6798,98,,88,64
학생6799,88,90,62,72
학생6800,92,70,,
학생6801,63,60,31,70
학생6802,21,50,,88
학생6803,98,,88,64
학생6804,88,90,62,72
학생6805,92,70,,
학생6806,63,60,31,70
학생6807,54,50,,88
학생6808,64,3,73,83
학생6809,83,91,32,99
학생6810,5,55,11,65
학생6811,7,40,10,3
학생6812,55,46,74,35
학생6813,97,70,20,27
학생6814,92,61,42,88
학생6815,16,10,41,55
학생6816,47,33,64,65
학생6817,14,40,90,41
학생6818,3,74,48,49
학생6819,52,64,68,85
학생6820,26,87,93,36
학생6821,30,51,30,62
학생6822,72,44,80,13
학생6823,35,49,30,41
학생6824,52,60,1,14
학생6825,12,65,86,76
학생6826,79,21,11,41
학생6827,13,33,72,92
학생6828,57,68,33,33
학생6829,48,44,37,83
학생6830,66,88,81,66
학생6831,44,15,44,46
학생6832,99,2,96,90
학생6833,57,4,12,85
학생6834,4,77,57,83
학생6835,74,23,52,64
학생6836,84,58,70,25
학생6837,96,95,10,4
학생6838,83,7,64,9
학생6839,67,38,63,26
학생6840,50,72,14,86
학생6841,60,28,49,59
학생6842,71,11,49,62
학생6843,32,63,31,96
학생6844,72,6,73,22
학생6845,29,93,2,85
학생6846,,56,64,24
학생6847,98,,88,64
학생6848,88,90,62,72
학생6849,92,70,55,
학생6850,63,60,55,70
학생6851,21,50,55,88
학생6852,98,,88,64
학생6853,88,90,62,72
학생6854,92,70,75,85
학생6855,63,60,31,70
학생6856,54,50,23,88
학생6857,64,54,73,83
학생6858,89,36,63,14
학생6859,83,26,81,98
학생6860,18,51,17,6
학생6861,63,60,55,70
학생6862,21,50,55,88
학생6863,98,,88,64
학생6864,88,90,62,72
학생6865,92,70,75,85
학생6866,63,60,31,70
학생6867,54,50,23,88
학생6868,64,54,73,83
학생6869,89,36,63,14
학생6870,83,26,81,98
학생6871,18,51,17,6
학생6872,33,95,77,95
학생6873,86,34,31,18
학생6874,61,31,97,69
학생6875,79,87,93,86
학생6876,68,75,10,58
학생6877,36,59,90,54
학생6878,55,25,13,30
학생6879,63,60,55,70
학생6880,21,50,55,88
학생6881,98,,88,64
학생6882,88,90,62,72
학생6883,92,70,75,85
학생6884,63,60,31,70
학생6885,54,50,23,88
학생6886,64,54,73,83
학생6887,89,36,63,14
학생6888,83,26,81,98
학생6889,18,51,17,6
학생6890,73,89,73,78
학생6891,45,11,99,81
학생6892,88,10,87,7
학생6893,10,67,56,93
학생6894,97,82,93,67
학생6895,4,86,62,94
학생6896,72,47,72,89
학생6897,13,56,64,34
학생6898,46,56,39,24
학생6899,70,41,86,93
학생6900,20,88,73,46
학생6901,63,60,55,70
학생6902,21,50,55,88
학생6903,98,90,88,64
학생6904,88,90,62,72
학생6905,92,70,75,85
학생6906,63,60,31,70
학생6907,54,50,23,88
학생6908,64,54,73,83
학생6909,89,36,63,14
학생6910,83,26,81,98
학생6911,18,51,17,6
학생6912,74,85,95,70
학생6913,46,56,39,24
학생6914,70,41,86,93
학생6915,20,88,73,46
학생6916,63,60,55,70
학생6917,21,50,55,88
학생6918,98,90,88,64
학생6919,88,90,62,72
학생6920,92,70,75,85
학생6921,63,60,31,70
학생6922,54,50,23,88
학생6923,64,54,73,83
학생6924,89,36,63,14
학생6925,83,26,81,98
학생6926,18,51,17,6
학생6927,42,92,61,10
학생6928,46,56,39,24
학생6929,70,41,86,93
학생6930,20,88,73,46
학생6931,63,60,55,70
학생6932,21,50,55,88
학생6933,98,90,88,64
학생6934,88,90,62,72
학생6935,92,70,75,85
학생6936,63,60,31,70
학생6937,54,50,23,88
학생6938,64,54,73,83
학생6939,89,36,63,14
학생6940,83,26,81,98
학생6941,18,51,17,6
학생6942,62,69,84,80
학생6943,54,34,56,46
학생6944,40,67,26,96
학생6945,55,85,46,81
학생6946,35,53,86,12
학생6947,42,59,79,10
학생6948,20,83,28,69
학생6949,14,53,19,32
학생6950,77,75,75,98
학생6951,45,30,62,89
학생6952,69,47,71,90
학생6953,51,57,16,0
학생6954,28,69,8,6
학생6955,55,46,97,73
학생6956,52,79,44,16
학생6957,33,62,83,0
학생6958,79,12,53,43
학생6959,55,56,92,40
학생6960,46,56,39,24
학생6961,70,41,86,93
학생6962,20,88,73,46
학생6963,63,60,55,70
학생6964,21,50,55,88
학생6965,98,90,88,64
학생6966,88,90,62,72
학생6967,92,70,75,85
학생6968,63,60,31,70
학생6969,54,50,23,88
학생6970,64,54,73,83
학생6971,89,36,63,14
학생6972,83,26,81,98
학생6973,18,51,17,6
학생6974,46,56,39,24
학생6975,70,41,86,93
학생6976,20,88,73,46
학생6977,63,60,55,70
학생6978,21,50,55,88
학생6979,98,90,88,64
학생6980,88,90,62,72
학생6981,92,70,75,85
학생6982,63,60,31,70
학생6983,54,50,23,88
학생6984,64,54,73,83
학생6985,89,36,63,14
학생6986,83,26,81,98
학생6987,18,51,17,6
학생6988,37,27,97,62
학생6989,70,20,63,0
학생6990,85,98,24,53
학생6991,94,77,76,99
학생6992,96,39,77,12
학생6993,46,56,39,24
학생6994,70,41,86,93
학생6995,20,88,73,46
학생6996,63,60,55,70
학생6997,21,50,55,88
학생6998,98,90,88,64
학생6999,88,90,62,72
학생7000,46,56,39,24
학생7001,70,41,86,93
학생7002,20,88,73,46
학생7003,63,60,55,70
학생7004,21,50,55,88
학생7005,98,90,88,64
학생7006,88,90,62,72
학생7007,92,70,75,85
학생7008,63,60,31,70
학생7009,54,50,23,88
학생7010,64,54,73,83
학생7011,89,36,63,14
학생7012,83,26,81,98
학생7013,18,51,17,6
학생7014,46,56,39,24
학생7015,70,41,86,93
학생7016,20,88,73,46
학생7017,63,60,55,70
학생7018,21,50,55,88
학생7019,98,90,88,64
학생7020,88,90,62,72
학생7021,92,70,75,85
학생7022,63,60,31,70
학생7023,54,50,23,88
학생7024,46,56,39,24
학생7025,70,41,86,93
학생7026,20,88,73,46
학생7027,63,60,55,70
학생7028,21,50,55,88
학생7029,98,90,88,64
학생7030,88,90,62,72
학생7031,46,56,39,24
학생7032,70,41,86,93
학생7033,20,88,73,46
학생7034,63,60,55,70
학생7035,21,50,55,88
학생7036,98,90,88,64
학생7037,88,90,62,72
학생7038,92,70,75,85
학생7039,63,60,31,70
학생7040,54,50,23,88
학생7041,64,54,73,83
학생7042,46,56,39,24
학생7043,70,41,86,93
학생7044,20,88,73,46
학생7045,63,60,55,70
학생7046,21,50,55,88
학생7047,98,90,88,64
학생7048,88,90,62,72
학생7049,92,70,75,85
학생7050,63,60,31,70
학생7051,54,50,23,88
학생7052,46,56,39,24
학생7053,70,41,86,93
학생7054,20,88,73,46
학생7055,46,56,39,24
학생7056,70,41,86,93
학생7057,46,56,39,24
학생7058,70,41,86,93
학생7059,20,88,73,46
학생7060,63,60,55,70
학생7061,21,50,55,88
학생7062,98,90,88,64
학생7063,88,90,62,72
학생7064,92,70,75,85
학생7065,63,60,31,70
학생7066,54,50,23,88
학생7067,64,54,73,83
학생7068,89,36,63,14
학생7069,83,26,81,98
학생7070,18,51,17,6
학생7071,85,37,23,49
학생7072,90,93,65,30
학생7073,71,83,15,11
학생7074,94,6,28,69
